行政區,類型,幼兒園,可招生名額,登記名額,錄取名額,招生簡章網址,-
仁德區,3歲以上,文賢國小附設幼兒園,2,0,0,https://reurl.cc/1eK7A8,
仁德區,3歲以上,依仁國小附設幼兒園,7,0,0,https://pse.is/4v72xq,
仁德區,3歲以上,長興國小附設幼兒園,15,0,0,https://pse.is/4uqbup,
仁德區,3歲以上,臺南市立仁德幼兒園,92,0,0,https://pse.is/4tysnh,
仁德區,3歲以上,德南國小附設幼兒園,23,0,0,https://www.facebook.com/dn2es.ece/,
六甲區,2歲,六甲國小附設幼兒園,16,7,0,https://pse.is/4uzuxj,
六甲區,3歲以上,六甲國小附設幼兒園,13,17,0,https://pse.is/4uzuxj,
六甲區,3歲以上,林鳳國小附設幼兒園,13,0,0,https://pse.is/4ugvl2,
六甲區,3歲以上,嘉南國小附設幼兒園,3,0,0,https://pse.is/4vcc5y,
北門區,3歲以上,北門國小附設幼兒園,9,1,0,https://pse.is/4udlaj,
北門區,3歲以上,蚵寮國小附設幼兒園,4,0,0,https://pse.is/4um2mf,
北門區,3歲以上,錦湖國小附設幼兒園,1,0,0,https://pse.is/4vem79,
北門區,3歲以上,雙春國小附設幼兒園,7,0,0,https://pse.is/4uncrj,
"北區 ",2歲,大光國小附設幼兒園,5,0,0,https://pse.is/4vmlsp,
"北區 ",3歲以上,大光國小附設幼兒園,16,0,0,https://pse.is/4vmlsp,
"北區 ",3歲以上,大港國小附設幼兒園,51,0,0,https://pse.is/4u2g5q,
"北區 ",3歲以上,公園國小附設幼兒園,49,0,0,https://pse.is/4ukwql,
"北區 ",3歲以上,文元國小附設幼兒園,11,0,0,https://pse.is/4updep,
"北區 ",3歲以上,立人國小附設幼兒園,28,0,0,https://pse.is/4v92g4,
"北區 ",3歲以上,開元國小附設幼兒園,34,0,0,https://pse.is/4u3hak,
"北區 ",3歲以上,臺南市立小康幼兒園,13,0,0,https://reurl.cc/EGV96m,
"北區 ",3歲以上,臺南市立小康幼兒園文元分班,9,0,0,https://reurl.cc/EGV96m,
"北區 ",3歲以上,賢北國小附設幼兒園,4,0,0,https://pse.is/4ssgdh,
左鎮區,3歲以上,左鎮國小附設幼兒園,15,0,0,https://pse.is/4utqdz,
左鎮區,3歲以上,光榮國小附設幼兒園,17,0,0,https://pse.is/4th59y,
永康區,2歲,五王國小附設幼兒園,16,0,0,https://reurl.cc/9VD8Kd,
永康區,2歲,崑山國小附設幼兒園,16,0,0,https://reurl.cc/OVmEK9,
永康區,2歲,龍潭國小附設幼兒園,15,0,0,https://pse.is/4tznfw,
永康區,3歲以上,三村國小附設幼兒園,17,0,0,https://pse.is/4wkxc3,
永康區,3歲以上,大橋國小附設幼兒園,9,0,0,https://pse.is/4wmlzu,
永康區,3歲以上,大灣國小附設幼兒園,31,0,0,https://pse.is/4uec2p,
永康區,3歲以上,五王國小附設幼兒園,25,0,0,https://reurl.cc/9VD8Kd,
永康區,3歲以上,永信國小附設幼兒園,22,0,0,https://reurl.cc/9VDGkX,
永康區,3歲以上,永康國小附設幼兒園,49,0,0,https://pse.is/4whqsw,
永康區,3歲以上,永康勝利國小附設幼兒園,23,0,0,https://pse.is/4uwg5z,
永康區,3歲以上,永康復興國小附設幼兒園,60,0,0,https://pse.is/4uh387,
永康區,3歲以上,西勢國小附設幼兒園,9,0,0,https://pse.is/4wanev,
永康區,3歲以上,崑山國小附設幼兒園,6,0,0,https://reurl.cc/OVmEK9,
永康區,3歲以上,龍潭國小附設幼兒園,21,0,0,https://pse.is/4tznfw,
玉井區,2歲,玉井國小附設幼兒園,16,0,0,https://pse.is/4tzfdy,
玉井區,3歲以上,玉井國小附設幼兒園,22,0,0,https://pse.is/4tzfdy,
玉井區,3歲以上,層林國小附設幼兒園,9,0,0,https://pse.is/4s35nx,
白河區,2歲,白河國小附設幼兒園,8,0,0,https://pse.is/4vaqtf,
白河區,3歲以上,大竹國小附設幼兒園,12,0,0,https://pse.is/4tz5ke,
白河區,3歲以上,內角國小附設幼兒園,15,1,0,https://reurl.cc/mlYZd9,
白河區,3歲以上,仙草國小附設幼兒園,5,0,0,https://pse.is/4tznj8,
白河區,3歲以上,玉豐國小附設幼兒園,15,5,0,https://pse.is/4wqphw,
白河區,3歲以上,白河國小附設幼兒園,17,0,0,https://pse.is/4vaqtf,
白河區,3歲以上,竹門國小附設幼兒園,13,0,0,https://pse.is/4weur4,
白河區,3歲以上,河東國小附設幼兒園,9,0,0,https://pse.is/4t3ad9,
安平區,2歲,安平國小附設幼兒園,32,0,0,https://pse.is/4v7jqv,
安平區,2歲,新南國小附設幼兒園,16,0,0,https://pse.is/4ug2z9,
安平區,3歲以上,石門國小附設幼兒園,4,0,0,https://pse.is/4uu6tx,
安平區,3歲以上,安平國小附設幼兒園,21,0,0,https://pse.is/4v7jqv,
安平區,3歲以上,新南國小附設幼兒園,17,0,0,https://pse.is/4ug2z9,
安平區,3歲以上,臺南市立第三幼兒園,26,0,0,https://reurl.cc/kl94Er,
安平區,3歲以上,臺南市立第三幼兒園伍德分班,16,0,0,https://reurl.cc/kl94Er,
安平區,3歲以上,億載國小附設幼兒園,28,0,0,https://pse.is/4tuq8r,
安定區,2歲,南安國小附設幼兒園,8,5,0,https://reurl.cc/EGVvbR,
安定區,3歲以上,安定南興國小附設幼兒園,11,0,0,https://pse.is/4p2g5u,
安定區,3歲以上,安定國小附設幼兒園,22,0,0,https://pse.is/4uyq63,
安定區,3歲以上,南安國小附設幼兒園,22,7,0,https://reurl.cc/EGVvbR,
安南區,2歲,安慶國小附設幼兒園,10,0,0,https://pse.is/4vl399,
安南區,2歲,臺南市立第五幼兒園,16,0,0,https://pse.is/4uxyck,
安南區,2歲,臺南市立第六幼兒園,14,3,0,https://pse.is/4v4m7v,
安南區,2歲,臺南市立第四幼兒園大同分班,16,0,0,https://pse.is/4uaqxd,
安南區,3歲以上,九份子國中小附設幼兒園,23,0,0,https://pse.is/4ueegg,
安南區,3歲以上,土城國小附設幼兒園,15,0,0,https://pse.is/4u4xf4,
安南區,3歲以上,安佃國小附設幼兒園,11,0,0,https://pse.is/4tvybb,
安南區,3歲以上,安順國小附設幼兒園,25,0,0,https://pse.is/4tz4qh,
安南區,3歲以上,安慶國小附設幼兒園,13,0,0,https://pse.is/4vl399,
安南區,3歲以上,和順國小附設幼兒園,31,0,0,https://reurl.cc/pL9ome,
安南區,3歲以上,長安國小附設幼兒園,3,0,0,https://pse.is/4u92jt,
安南區,3歲以上,青草國小附設幼兒園,13,0,0,https://reurl.cc/zA5M5p,
安南區,3歲以上,南興國小附設幼兒園,6,0,0,https://pse.is/4tsbsl,
安南區,3歲以上,海佃國中附設幼兒園,12,0,0,https://pse.is/4ujxky,
安南區,3歲以上,海東國小附設幼兒園,40,0,0,https://pse.is/4uw5sz,
安南區,3歲以上,臺南市立第五幼兒園,8,0,0,https://pse.is/4uxyck,
安南區,3歲以上,臺南市立第五幼兒園十二佃分班,9,0,0,https://pse.is/4uxyck,
安南區,3歲以上,臺南市立第五幼兒園淵西分班,21,0,0,https://pse.is/4uxyck,
安南區,3歲以上,臺南市立第六幼兒園,8,0,0,https://pse.is/4v4m7v,
安南區,3歲以上,臺南市立第六幼兒園城南分班,14,0,0,https://pse.is/4v4m7v,
安南區,3歲以上,臺南市立第六幼兒園砂崙分班,3,2,0,https://pse.is/4v4m7v,
安南區,3歲以上,臺南市立第六幼兒園顯宮分班,15,1,0,https://pse.is/4v4m7v,
安南區,3歲以上,臺南市立第四幼兒園,1,0,0,https://ssur.cc/Kb2Ht94,
安南區,3歲以上,臺南市立第四幼兒園大同分班,0,0,0,https://pse.is/4tx998,
安南區,3歲以上,臺南市立第四幼兒園安順分班,19,0,0,https://reurl.cc/2WK8VE,
安南區,3歲以上,臺南市立第四幼兒園安慶分班,10,0,0,https://ssur.cc/JR5iHY3,
安南區,3歲以上,臺南市立第四幼兒園州南分班,10,0,0,https://pse.is/4vfmuz,
安南區,3歲以上,臺南市立第四幼兒園原佃分班,9,0,0,https://pse.is/4vrpca,
安南區,3歲以上,臺南市立第四幼兒園頂安分班,25,0,0,https://pse.is/4u7ynt,
安南區,3歲以上,臺南市立第四幼兒園總頭分班,11,0,0,https://pse.is/RC5UU,
安南區,3歲以上,學東國小附設幼兒園,7,0,0,https://pse.is/4v697h,
安南區,3歲以上,鎮海國小附設幼兒園,18,0,0,https://pse.is/4uf7r4,
安南區,3歲以上,顯宮國小附設幼兒園,14,0,0,https://pse.is/4uwyjf,
西港區,2歲,西港成功國小附設幼兒園,4,0,0,https://reurl.cc/9V0g28,
西港區,3歲以上,西港成功國小附設幼兒園,1,0,0,https://reurl.cc/9V0g28,
西港區,3歲以上,西港國小附設幼兒園,8,0,0,https://reurl.cc/mlx427,
西港區,3歲以上,後營國小附設幼兒園,7,0,0,https://pse.is/4s3364,
西港區,3歲以上,港東國小附設幼兒園,9,0,0,https://pse.is/4tedf8,
佳里區,2歲,佳興國小附設幼兒園,13,0,0,http://pse.is/4v3mda,
佳里區,3歲以上,子龍國小附設幼兒園,9,0,0,https://reurl.cc/XLxOpa,
佳里區,3歲以上,仁愛國小附設幼兒園,23,0,0,https://pse.is/4rxvdx,
佳里區,3歲以上,佳里國小附設幼兒園,12,0,0,https://pse.is/4wane3,
佳里區,3歲以上,佳興國小附設幼兒園,26,0,0,https://pse.is/4v3mda,
佳里區,3歲以上,延平國小附設幼兒園,30,0,0,https://reurl.cc/lvzAZq,
佳里區,3歲以上,信義國小附設幼兒園,22,0,0,https://reurl.cc/a1eONZ,
佳里區,3歲以上,通興國小附設幼兒園,11,0,0,https://pse.is/4u47b4,
佳里區,3歲以上,塭內國小附設幼兒園,9,0,0,https://pse.is/4uwdml,
官田區,2歲,隆田國小附設幼兒園,8,0,0,https://reurl.cc/Gene8x,
官田區,3歲以上,官田國小附設幼兒園,4,7,0,https://pse.is/4trwj7,
官田區,3歲以上,渡拔國小附設幼兒園,14,0,0,https://pse.is/4v32c5,
官田區,3歲以上,隆田國小附設幼兒園,15,0,0,https://pse.is/4vxa6w,
東山區,2歲,東山國小附設幼兒園,10,0,0,https://reurl.cc/xl391V,
東山區,3歲以上,吉貝耍國小附設幼兒園,19,0,0,https://kbs110.blogspot.com/,
東山區,3歲以上,東山國小附設幼兒園,10,0,0,https://reurl.cc/xl391V,
東山區,3歲以上,東原國小附設幼兒園,14,1,0,https://pse.is/4vjla8,
東山區,3歲以上,青山國小附設幼兒園,12,0,0,https://pse.is/4utm5s,
東山區,3歲以上,聖賢國小附設幼兒園,6,0,0,https://pse.is/4uu9gs,
"東區 ",2歲,忠孝國中附設幼兒園,8,0,0,https://pse.is/4rr9vk,
"東區 ",2歲,東光國小附設幼兒園,13,0,0,https://www.tkes.tn.edu.tw/,
"東區 ",2歲,崇明國小附設幼兒園,8,0,0,https://reurl.cc/XLZRMR,
"東區 ",3歲以上,大同國小附設幼兒園,21,0,0,https://pse.is/4ukm4x,
"東區 ",3歲以上,忠孝國中附設幼兒園,11,0,0,https://pse.is/4rr9vk,
"東區 ",3歲以上,東光國小附設幼兒園,6,0,0,https://pse.is/4w7h89,
"東區 ",3歲以上,崇明國小附設幼兒園,13,0,0,https://reurl.cc/XLZRMR,
"東區 ",3歲以上,崇學國小附設幼兒園,37,0,0,https://ssur.cc/dae6Q8d,
"東區 ",3歲以上,勝利國小附設幼兒園,15,0,0,https://reurl.cc/ykRkY2,
"東區 ",3歲以上,博愛國小附設幼兒園,31,0,0,https://pse.is/4sh7xb,
"東區 ",3歲以上,復興國小附設幼兒園,27,0,0,https://reurl.cc/4QNA5D,
"東區 ",3歲以上,臺南市立小康幼兒園小東分班,9,0,0,https://reurl.cc/EGV96m,
"東區 ",3歲以上,德高國小附設幼兒園,21,0,0,https://pse.is/4rhbqs,
南化區,3歲以上,北寮國小附設幼兒園,9,0,0,https://pse.is/4uuwt7,
南化區,3歲以上,玉山國小附設幼兒園,11,0,0,https://pse.is/4s2euw,
南化區,3歲以上,西埔國小附設幼兒園,5,0,0,https://pse.is/4uh9gb,
南化區,3歲以上,南化國小附設幼兒園,7,4,0,https://reurl.cc/AdXGqY,
南化區,3歲以上,瑞峰國小附設幼兒園,12,0,0,https://pse.is/4ut62b,
"南區 ",2歲,臺南市立第二幼兒園明德分班,8,0,0,https://reurl.cc/Q4YgZp,
"南區 ",3歲以上,日新國小附設幼兒園,9,0,0,https://pse.is/4uqspn,
"南區 ",3歲以上,永華國小附設幼兒園,14,0,0,https://pse.is/4vn9lt,
"南區 ",3歲以上,省躬國小附設幼兒園,15,0,0,https://pse.is/4u7w4y,
"南區 ",3歲以上,喜樹國小附設幼兒園,12,0,0,https://pse.is/4uu7qf,
"南區 ",3歲以上,新興國小附設幼兒園,12,0,0,https://pse.is/4uzgvu,
"南區 ",3歲以上,臺南市立第二幼兒園,29,0,0,https://reurl.cc/pLa26a,
"南區 ",3歲以上,臺南市立第二幼兒園明德分班,7,0,0,https://reurl.cc/Q4YgZp,
"南區 ",3歲以上,臺南市立第三幼兒園灣裡分班,33,0,0,https://reurl.cc/kl94Er,
"南區 ",3歲以上,龍崗國小附設幼兒園,24,0,0,https://pse.is/4l9crd,
後壁區,2歲,後壁國小附設幼兒園,7,0,0,https://pse.is/4ukdbw,
後壁區,2歲,新東國小附設幼兒園,8,0,0,https://pse.is/4uthw8,
後壁區,3歲以上,安溪國小附設幼兒園,14,0,0,https://pse.is/4uuwq8,
後壁區,3歲以上,後壁國小附設幼兒園,11,0,0,https://pse.is/4ukdbw,
後壁區,3歲以上,菁寮國小附設幼兒園,18,0,0,https://pse.is/4urrq5,
後壁區,3歲以上,新東國小附設幼兒園,5,0,0,https://pse.is/4uthw8,
後壁區,3歲以上,新嘉國小附設幼兒園,8,0,0,https://reurl.cc/9Vnp3n,
柳營區,3歲以上,太康國小附設幼兒園,12,7,0,https://pse.is/4uvnhr,
柳營區,3歲以上,果毅國小附設幼兒園,12,0,0,https://pse.is/4va823,
柳營區,3歲以上,柳營國小附設幼兒園,11,0,0,https://pse.is/4uzqzk,
柳營區,3歲以上,重溪國小附設幼兒園,13,0,0,https://pse.is/4uzbql,
柳營區,3歲以上,新山國小附設幼兒園,11,0,0,https://pse.is/4t3lsx,
將軍區,2歲,臺南市立將軍幼兒園,23,0,0,https://pse.is/4uvbys,
將軍區,3歲以上,苓和國小附設幼兒園,8,0,0,https://pse.is/4w89hl,
將軍區,3歲以上,將軍國小附設幼兒園,10,0,0,https://pse.is/4tqdml,
將軍區,3歲以上,漚汪國小附設幼兒園,17,0,0,https://pse.is/4u2lut,
將軍區,3歲以上,臺南市立將軍幼兒園,4,0,0,https://pse.is/4uvbys,
將軍區,3歲以上,鯤鯓國小附設幼兒園,10,1,0,https://pse.is/4um7pq,
麻豆區,2歲,培文國小附設幼兒園,8,0,0,https://pse.is/4ucd5c,
麻豆區,2歲,麻豆國小附設幼兒園,16,5,0,https://reurl.cc/eXp9jK,
麻豆區,2歲,臺南市立麻豆幼兒園,32,0,0,https://ppt.cc/ffcyJx,
麻豆區,3歲以上,大山國小附設幼兒園,12,0,0,https://pse.is/4wm7qg,
麻豆區,3歲以上,文正國小附設幼兒園,9,0,0,https://pse.is/4wbje9,
麻豆區,3歲以上,北勢國小附設幼兒園,9,0,0,https://pse.is/4wqfp6,
麻豆區,3歲以上,安業國小附設幼兒園,6,0,0,https://pse.is/4s5l5g,
麻豆區,3歲以上,紀安國小附設幼兒園,14,0,0,https://pse.is/4uh4de,
麻豆區,3歲以上,培文國小附設幼兒園,9,0,0,https://pse.is/4ucd5c,
麻豆區,3歲以上,麻豆國小附設幼兒園,40,15,0,https://reurl.cc/eXp9jK,
麻豆區,3歲以上,港尾國小附設幼兒園,9,0,0,https://pse.is/4uqceu,
麻豆區,3歲以上,臺南市立麻豆幼兒園,14,0,0,https://ppt.cc/ffcyJx,
善化區,3歲以上,大成國小附設幼兒園,21,0,0,https://pse.is/4wdd44,
善化區,3歲以上,小新國小附設幼兒園,24,0,0,https://pse.is/4vjkrf,
善化區,3歲以上,茄拔國小附設幼兒園,4,0,0,https://reurl.cc/NqxREm,
善化區,3歲以上,善化大同國小附設幼兒園,20,0,0,https://pse.is/4ucr26,
善化區,3歲以上,善化國小附設幼兒園,15,0,0,https://pse.is/4t5n5a,
善化區,3歲以上,善糖國小附設幼兒園,0,0,0,https://pse.is/4uymxn,
善化區,3歲以上,陽明國小附設幼兒園,24,0,0,https://pse.is/4uxqse,
善化區,3歲以上,蓮潭國中小附設幼兒園,11,0,0,https://pse.is/4tywq8,
新化區,2歲,大新國小附設幼兒園,5,0,0,https://pse.is/4utzwv,
新化區,2歲,正新國小附設幼兒園,8,0,0,https://pse.is/4umflm,
新化區,2歲,那拔國小附設幼兒園,16,0,0,https://pse.is/4t64f6,
新化區,2歲,新化國小附設幼兒園,16,0,0,https://pse.is/4u39pa,
新化區,3歲以上,大新國小附設幼兒園,40,0,0,https://pse.is/4utzwv,
新化區,3歲以上,正新國小附設幼兒園,45,0,0,https://pse.is/4umflm,
新化區,3歲以上,那拔國小附設幼兒園,4,0,0,https://pse.is/4t64f6,
新化區,3歲以上,新化國小附設幼兒園,6,0,0,https://pse.is/4u39pa,
新市區,3歲以上,大社國小附設幼兒園,32,0,0,https://pse.is/4vzw5f,
新市區,3歲以上,新市國小附設幼兒園,16,0,0,https://pse.is/4udr5r,
新市區,3歲以上,臺南市立新市幼兒園,23,0,0,http://hh089.blogspot.tw,
新市區,3歲以上,臺南市立新市幼兒園大營分班,20,0,0,http://whh058.blogspot.tw/,
新市區,3歲以上,臺南市立新市幼兒園社內分班,22,0,0,https://hh089.blogspot.tw/,
新市區,3歲以上,臺南市立新市幼兒園港墘分班,18,0,0,http://hh089.blogspot.tw,
新營區,2歲,公誠國小附設幼兒園,16,0,0,https://pse.is/4tjyrj,
新營區,2歲,南梓實驗小學附設幼兒園,13,2,0,https://pse.is/4vg2ft,
新營區,3歲以上,土庫國小附設幼兒園,14,0,0,https://pse.is/4rjnlc,
新營區,3歲以上,公誠國小附設幼兒園,6,0,0,https://pse.is/4tjyrj,
新營區,3歲以上,南梓實驗小學附設幼兒園,20,0,0,https://pse.is/4vg2ft,
新營區,3歲以上,新民國小附設幼兒園,13,0,0,https://pse.is/4uu643,
新營區,3歲以上,新生國小附設幼兒園,7,0,0,https://pse.is/4t44s9,
新營區,3歲以上,新泰國小附設幼兒園,25,0,0,https://pse.is/4remb7,
新營區,3歲以上,新進國小附設幼兒園,18,0,0,https://pse.is/4v8b2f,
新營區,3歲以上,新橋國小附設幼兒園,10,0,0,https://reurl.cc/qkGLDN,
新營區,3歲以上,新營國小附設幼兒園,31,0,0,https://pse.is/4uwjz8,
新營區,3歲以上,新營新興國小附設幼兒園,16,0,0,https://pse.is/4w7cex,
楠西區,3歲以上,楠西國小附設幼兒園,22,0,0,https://pse.is/4tfhsh,
學甲區,2歲,臺南市立學甲幼兒園,16,22,0,https://sj.pre-school.com.tw/,
學甲區,3歲以上,中洲國小附設幼兒園,6,3,0,https://pse.is/4ut2et,
學甲區,3歲以上,宅港國小附設幼兒園,6,1,0,https://pse.is/4sbre6,
學甲區,3歲以上,東陽國小附設幼兒園,10,4,0,https://pse.is/4vxlbh,
學甲區,3歲以上,頂洲國小附設幼兒園,10,3,0,https://pse.is/4ub524,
學甲區,3歲以上,臺南市立學甲幼兒園,4,14,0,https://sj.pre-school.com.tw/,
學甲區,3歲以上,學甲國小附設幼兒園,24,18,0,https://pse.is/4s4qss,
龍崎區,2歲,龍崎國小附設幼兒園,6,0,0,https://pse.is/4uxprd,
龍崎區,3歲以上,龍崎國小附設幼兒園,13,0,0,https://pse.is/4uxprd,
歸仁區,2歲,保西國小附設幼兒園,8,1,0,https://pse.is/4rueez,
歸仁區,2歲,臺南市立歸仁幼兒園,16,0,0,https://reurl.cc/8qDyOy,
歸仁區,2歲,歸仁國小附設幼兒園,8,0,0,https://pse.is/4uqhds,
歸仁區,2歲,歸南國小附設幼兒園,8,0,0,https://pse.is/4tzeft,
歸仁區,3歲以上,大潭國小附設幼兒園,6,0,0,https://pse.is/4wbyd6,
歸仁區,3歲以上,文化國小附設幼兒園,12,0,0,https://pse.is/4us46c,
歸仁區,3歲以上,保西國小附設幼兒園,18,0,0,https://pse.is/4rueez,
歸仁區,3歲以上,臺南市立歸仁幼兒園,19,0,0,https://reurl.cc/8qDyOy,
歸仁區,3歲以上,歸仁國小附設幼兒園,16,0,0,https://pse.is/4uqhds,
歸仁區,3歲以上,歸南國小附設幼兒園,19,0,0,https://pse.is/4tzeft,
關廟區,2歲,臺南市立關廟幼兒園,16,0,0,https://tncg100.blogspot.com/,
關廟區,3歲以上,五甲國小附設幼兒園,9,0,0,https://pse.is/4u88sx,
關廟區,3歲以上,文和國小附設幼兒園,7,1,0,https://pse.is/4vfnwp,
關廟區,3歲以上,保東國小附設幼兒園,5,0,0,https://pse.is/4vdx9m,
關廟區,3歲以上,崇和國小附設幼兒園,8,1,0,https://reurl.cc/b7mEmo,
關廟區,3歲以上,深坑國小附設幼兒園,7,0,0,https://pse.is/4ugvmn,
關廟區,3歲以上,臺南市立關廟幼兒園,10,0,0,https://tncg100.blogspot.com/,
關廟區,3歲以上,關廟國小附設幼兒園,20,0,0,https://pse.is/4ua3at,
鹽水區,3歲以上,仁光國小附設幼兒園,12,3,0,https://pse.is/4v3j7s,
鹽水區,3歲以上,文昌國小附設幼兒園,14,0,0,https://reurl.cc/MRD3zp,
鹽水區,3歲以上,月津國小附設幼兒園,22,6,0,https://pse.is/4uwmff,
鹽水區,3歲以上,竹埔國小附設幼兒園,5,0,0,https://pse.is/4uuuty,
鹽水區,3歲以上,坔頭港國小附設幼兒園,19,0,0,https://pse.is/4v85pv,
鹽水區,3歲以上,岸內國小附設幼兒園,7,0,0,https://pse.is/4nt42l,
鹽水區,3歲以上,歡雅國小附設幼兒園,13,7,0,https://pse.is/4ty8h3,
鹽水區,3歲以上,鹽水國小附設幼兒園,22,0,0,https://pse.is/4u73yx,
