行政區,類型,幼兒園,可招生名額,登記名額,錄取名額,招生簡章網址,-
永康區,3歲以上,永信國小附設幼兒園,39,15,15,https://pse.is/43g7sf,
永康區,3歲以上,永康國小附設幼兒園,79,74,71,https://pse.is/3uavka,
永康區,3歲以上,永康勝利國小附設幼兒園,24,14,14,https://pse.is/3zpcan,
永康區,3歲以上,永康復興國小附設幼兒園,76,27,26,https://pse.is/42m445,
永康區,3歲以上,西勢國小附設幼兒園,15,17,15,https://pse.is/444md4,
永康區,3歲以上,崑山國小附設幼兒園,43,27,0,https://ssur.cc/cEHj7S3r,
永康區,3歲以上,龍潭國小附設幼兒園,47,39,39,https://pse.is/3rsl5z,
玉井區,3歲以上,玉井國小附設幼兒園,25,10,10,https://pse.is/3yub2s,
玉井區,3歲以上,層林國小附設幼兒園,13,2,2,https://reurl.cc/ak7qX7,
白河區,3歲以上,大竹國小附設幼兒園,13,5,5,https://www.djps.tn.edu.tw/,
白河區,3歲以上,內角國小附設幼兒園,15,2,2,https://pse.is/43d4hj,
白河區,3歲以上,仙草國小附設幼兒園,6,7,6,https://pse.is/44dmam,
白河區,3歲以上,玉豐國小附設幼兒園,15,3,3,https://www.bhyfes.tn.edu.tw/modules/tadnews/index.php?nsn=1326,
白河區,3歲以上,白河國小附設幼兒園,26,26,25,https://www.bhes.tn.edu.tw/,
白河區,3歲以上,竹門國小附設幼兒園,25,3,0,https://pse.is/4254g7,
白河區,3歲以上,河東國小附設幼兒園,8,6,6,https://www.hdps.tn.edu.tw/,
安平區,2歲,新南國小附設幼兒園,13,53,13,https://pse.is/3wla2z,
安平區,3歲以上,石門國小附設幼兒園,21,18,15,https://pse.is/43b6hj,
安平區,3歲以上,安平國小附設幼兒園,44,40,38,https://pse.is/44f2ru,
安平區,3歲以上,新南國小附設幼兒園,48,63,48,https://pse.is/3wla2z,
安平區,3歲以上,臺南市立第三幼兒園,20,10,10,https://tinyurl.com/y8p2xe6n,
安平區,3歲以上,臺南市立第三幼兒園伍德分班,19,3,3,https://tinyurl.com/y8p2xe6n,
安平區,3歲以上,億載國小附設幼兒園,21,34,21,https://pse.is/44dbwv,
安定區,2歲,南安國小附設幼兒園,8,5,0,https://pse.is/3vzfkc,
安定區,3歲以上,安定南興國小附設幼兒園,16,7,7,https://reurl.cc/8WQ1bo,
安定區,3歲以上,安定國小附設幼兒園,23,18,16,https://pse.is/42u2c9,
安定區,3歲以上,南安國小附設幼兒園,28,15,15,https://pse.is/3vzfkc,
安南區,2歲,安慶國小附設幼兒園,16,36,16,https://pse.is/3yv9p6,
安南區,2歲,臺南市立第六幼兒園,16,18,16,https://tinyurl.com/yagxlq5w,
安南區,2歲,臺南市立第四幼兒園大同分班,10,14,10,https://reurl.cc/e62AVm,
安南區,3歲以上,九份子國中小附設幼兒園,17,53,17,https://pse.is/43rsht,
安南區,3歲以上,土城國小附設幼兒園,18,11,10,https://pse.is/3rk2kn,
安南區,3歲以上,安佃國小附設幼兒園,19,10,10,https://pse.is/43um4k,
安南區,3歲以上,安順國小附設幼兒園,40,35,35,https://reurl.cc/LpyQN4,
安南區,3歲以上,安慶國小附設幼兒園,36,38,36,https://pse.is/3yv9p6,
安南區,3歲以上,和順國小附設幼兒園,65,24,24,https://pse.is/3zhh8p,
安南區,3歲以上,長安國小附設幼兒園,10,14,10,https://pse.is/42dljv,
安南區,3歲以上,青草國小附設幼兒園,14,2,2,https://reurl.cc/5GLNzq,
安南區,3歲以上,南興國小附設幼兒園,13,7,7,https://pse.is/3j5aye,
安南區,3歲以上,海佃國中附設幼兒園,8,19,8,https://pse.is/RM25C,
安南區,3歲以上,海東國小附設幼兒園,67,39,38,https://pse.is/44k55a,
安南區,3歲以上,臺南市立第五幼兒園,48,7,7,https://pse.is/425vd6,
安南區,3歲以上,臺南市立第五幼兒園十二佃分班,10,4,4,https://pse.is/425vd6,
安南區,3歲以上,臺南市立第五幼兒園淵西分班,13,2,2,https://pse.is/425vd6,
安南區,3歲以上,臺南市立第六幼兒園,3,0,0,https://tinyurl.com/yagxlq5w,
安南區,3歲以上,臺南市立第六幼兒園城南分班,12,7,7,https://tinyurl.com/yagxlq5w,
安南區,3歲以上,臺南市立第六幼兒園砂崙分班,18,2,2,https://tinyurl.com/yagxlq5w,
安南區,3歲以上,臺南市立第六幼兒園顯宮分班,21,1,1,https://tinyurl.com/yagxlq5w,
安南區,3歲以上,臺南市立第四幼兒園,30,20,20,https://reurl.cc/xOod8Z,
安南區,3歲以上,臺南市立第四幼兒園大同分班,0,0,0,https://reurl.cc/e62AVm,
安南區,3歲以上,臺南市立第四幼兒園安順分班,17,21,17,https://pse.is/3yptun,
安南區,3歲以上,臺南市立第四幼兒園安慶分班,11,5,5,https://reurl.cc/Kp7rQj,
安南區,3歲以上,臺南市立第四幼兒園州南分班,12,6,6,https://reurl.cc/KpqZ0R,
安南區,3歲以上,臺南市立第四幼兒園原佃分班,19,8,8,https://pse.is/422tpb,
安南區,3歲以上,臺南市立第四幼兒園頂安分班,25,9,9,https://is.gd/uyGaxS,
安南區,3歲以上,臺南市立第四幼兒園總頭分班,16,4,4,https://pse.is/RC5UU,
安南區,3歲以上,學東國小附設幼兒園,12,6,6,https://www.htes.tn.edu.tw/,
安南區,3歲以上,鎮海國小附設幼兒園,15,9,9,https://pse.is/3wn963,
安南區,3歲以上,顯宮國小附設幼兒園,17,4,4,https://reurl.cc/oe3M4l,
西港區,2歲,西港成功國小附設幼兒園,8,12,8,https://www.cges.tn.edu.tw/,
西港區,3歲以上,西港成功國小附設幼兒園,14,9,9,https://www.cges.tn.edu.tw/,
西港區,3歲以上,西港國小附設幼兒園,12,17,0,https://reurl.cc/8WAVO7,
西港區,3歲以上,後營國小附設幼兒園,17,15,15,https://pse.is/43fy5b,
西港區,3歲以上,港東國小附設幼兒園,15,12,12,https://pse.is/43rhxx,
佳里區,2歲,佳興國小附設幼兒園,16,10,9,https://pse.is/4395ts,
佳里區,3歲以上,子龍國小附設幼兒園,31,21,0,https://reurl.cc/9OMgGn,
佳里區,3歲以上,仁愛國小附設幼兒園,39,23,21,https://pse.is/437cfy,
佳里區,3歲以上,佳里國小附設幼兒園,31,32,31,https://reurl.cc/Rjlj06,
佳里區,3歲以上,佳興國小附設幼兒園,38,9,9,https://pse.is/4395ts,
佳里區,3歲以上,延平國小附設幼兒園,39,6,0,https://pse.is/4324lu,
佳里區,3歲以上,信義國小附設幼兒園,19,15,15,https://pse.is/42pfts,
佳里區,3歲以上,通興國小附設幼兒園,11,3,3,https://pse.is/43fqpr,
佳里區,3歲以上,塭內國小附設幼兒園,23,11,11,https://pse.is/425yku,
官田區,3歲以上,官田國小附設幼兒園,14,6,6,https://www.gtes.tn.edu.tw/,
官田區,3歲以上,渡拔國小附設幼兒園,29,6,6,https://www.dbes.tn.edu.tw/,
官田區,3歲以上,隆田國小附設幼兒園,25,28,25,https://is.gd/eS4bGZ,
東山區,2歲,東山國小附設幼兒園,16,10,10,https://reurl.cc/mGEx99,
東山區,3歲以上,吉貝耍國小附設幼兒園,15,0,0,https://kbs110.blogspot.com/,
東山區,3歲以上,東山國小附設幼兒園,22,19,19,https://reurl.cc/mGEx99,
東山區,3歲以上,東原國小附設幼兒園,20,6,6,https://www.dyes.tn.edu.tw/,
東山區,3歲以上,青山國小附設幼兒園,19,6,6,https://reurl.cc/Zrd62W,
東山區,3歲以上,聖賢國小附設幼兒園,24,5,5,https://pse.is/42k3nt,
"東區 ",2歲,東光國小附設幼兒園,16,46,16,https://www.tkes.tn.edu.tw/,
"東區 ",2歲,崇明國小附設幼兒園,8,19,8,https://pse.is/445mcz,
"東區 ",3歲以上,大同國小附設幼兒園,30,11,9,https://tteskids.blogspot.com/,
"東區 ",3歲以上,忠孝國中附設幼兒園,19,5,4,https://pse.is/42xn3x,
"東區 ",3歲以上,東光國小附設幼兒園,54,53,49,https://www.tkes.tn.edu.tw/,
"東區 ",3歲以上,崇明國小附設幼兒園,41,34,31,https://pse.is/445mcz,
"東區 ",3歲以上,崇學國小附設幼兒園,29,36,29,https://reurl.cc/AKYkWZ,
"東區 ",3歲以上,勝利國小附設幼兒園,25,21,20,https://reurl.cc/pWkog8,
"東區 ",3歲以上,博愛國小附設幼兒園,34,21,19,https://reurl.cc/e6YQjR,
"東區 ",3歲以上,復興國小附設幼兒園,44,43,40,https://reurl.cc/KpRAbp,
"東區 ",3歲以上,臺南市立小康幼兒園小東分班,16,6,6,https://pse.is/42g9yt,
"東區 ",3歲以上,德高國小附設幼兒園,36,31,26,https://reurl.cc/44D0vX,
南化區,3歲以上,北寮國小附設幼兒園,18,5,5,https://pse.is/43zmma,
南化區,3歲以上,玉山國小附設幼兒園,12,1,0,https://www.ysps.tn.edu.tw/,
南化區,3歲以上,西埔國小附設幼兒園,11,3,3,https://reurl.cc/qObqjN,
南化區,3歲以上,南化國小附設幼兒園,16,6,6,https://pse.is/3v7cfa,
南化區,3歲以上,瑞峰國小附設幼兒園,15,2,2,https://pse.is/42vwkc,
"南區 ",3歲以上,日新國小附設幼兒園,23,28,22,https://pse.is/3zzgrq,
"南區 ",3歲以上,永華國小附設幼兒園,21,18,18,https://pse.is/43456v,
"南區 ",3歲以上,省躬國小附設幼兒園,36,23,21,https://pse.is/43bmrw,
"南區 ",3歲以上,喜樹國小附設幼兒園,20,17,16,https://pse.is/43nh4l,
"南區 ",3歲以上,新興國小附設幼兒園,11,8,6,https://pse.is/439aje,
"南區 ",3歲以上,臺南市立第二幼兒園,42,28,22,https://reurl.cc/nEbMXl,
"南區 ",3歲以上,臺南市立第二幼兒園明德分班,35,9,3,https://reurl.cc/nEbMXl,
"南區 ",3歲以上,臺南市立第三幼兒園灣裡分班,25,7,6,https://tinyurl.com/y8p2xe6n,
"南區 ",3歲以上,龍崗國小附設幼兒園,25,6,6,https://pse.is/4492wb,
後壁區,2歲,後壁國小附設幼兒園,8,7,7,https://pse.is/42n4vb,
後壁區,2歲,新東國小附設幼兒園,8,4,4,https://www.sdes.tn.edu.tw/,
後壁區,3歲以上,安溪國小附設幼兒園,15,4,4,https://pse.is/42k46d,
後壁區,3歲以上,後壁國小附設幼兒園,19,14,14,https://pse.is/42n4vb,
後壁區,3歲以上,菁寮國小附設幼兒園,20,3,3,https://pse.is/42fklg,
後壁區,3歲以上,新東國小附設幼兒園,15,10,10,https://www.sdes.tn.edu.tw/,
後壁區,3歲以上,新嘉國小附設幼兒園,22,4,4,https://www.hces.tn.edu.tw/,
柳營區,3歲以上,太康國小附設幼兒園,10,9,8,https://pse.is/42a7kh,
柳營區,3歲以上,果毅國小附設幼兒園,23,5,5,https://pse.is/43bdsn,
柳營區,3歲以上,柳營國小附設幼兒園,14,12,12,https://reurl.cc/pWlA74,
柳營區,3歲以上,重溪國小附設幼兒園,22,4,4,https://pse.is/44ghz7,
柳營區,3歲以上,新山國小附設幼兒園,24,1,1,https://pse.is/44aghx,
將軍區,2歲,臺南市立將軍幼兒園,28,15,12,https://pse.is/3ww3al,
將軍區,3歲以上,苓和國小附設幼兒園,15,2,0,https://pse.is/42ayap,
將軍區,3歲以上,將軍國小附設幼兒園,15,2,2,https://pse.is/436ekz,
將軍區,3歲以上,漚汪國小附設幼兒園,36,12,12,https://pse.is/449qdb,
將軍區,3歲以上,臺南市立將軍幼兒園,7,5,5,https://pse.is/3ww3al,
將軍區,3歲以上,鯤鯓國小附設幼兒園,12,5,5,https://pse.is/43abwa,
麻豆區,2歲,臺南市立麻豆幼兒園,29,41,27,https://pse.is/42zpfs,
麻豆區,3歲以上,大山國小附設幼兒園,16,7,7,https://reurl.cc/6ErqVd,
麻豆區,3歲以上,文正國小附設幼兒園,16,8,7,https://pse.is/43wz84,
麻豆區,3歲以上,北勢國小附設幼兒園,15,6,0,https://rb.gy/ekdktv,
麻豆區,3歲以上,安業國小附設幼兒園,9,8,8,https://pse.is/43gsjz,
麻豆區,3歲以上,紀安國小附設幼兒園,15,3,3,https://pse.is/43fbaa,
麻豆區,3歲以上,培文國小附設幼兒園,30,33,30,https://pse.is/43adqf,
麻豆區,3歲以上,麻豆國小附設幼兒園,40,26,26,https://pse.is/44zve8,
麻豆區,3歲以上,港尾國小附設幼兒園,17,3,3,https://pse.is/44l98j,
麻豆區,3歲以上,臺南市立麻豆幼兒園,53,34,31,https://pse.is/42zpfs,
善化區,3歲以上,大成國小附設幼兒園,62,58,53,https://pse.is/3yeh9d,
善化區,3歲以上,小新國小附設幼兒園,32,52,32,https://reurl.cc/GoRYny,
善化區,3歲以上,茄拔國小附設幼兒園,10,18,10,https://pse.is/422bgr,
善化區,3歲以上,善化大同國小附設幼兒園,17,20,17,https://pse.is/42ej39,
善化區,3歲以上,善化國小附設幼兒園,23,13,13,https://pse.is/43gekg,
善化區,3歲以上,善糖國小附設幼兒園,9,8,8,https://pse.is/43fpac,
善化區,3歲以上,陽明國小附設幼兒園,36,28,27,https://pse.is/438a7p,
新化區,2歲,大新國小附設幼兒園,8,6,5,https://pse.is/437qwl,
新化區,2歲,正新國小附設幼兒園,8,6,5,https://pse.is/42yah9,
新化區,2歲,那拔國小附設幼兒園,16,19,16,https://pse.is/42vbsp,
新化區,2歲,新化國小附設幼兒園,16,14,14,https://pse.is/43bjdw,
新化區,3歲以上,大新國小附設幼兒園,43,19,18,https://pse.is/437qwl,
新化區,3歲以上,正新國小附設幼兒園,60,20,19,https://pse.is/42yah9,
新化區,3歲以上,那拔國小附設幼兒園,12,7,7,https://pse.is/42vbsp,
新化區,3歲以上,新化國小附設幼兒園,22,16,15,https://pse.is/43bjdw,
新市區,3歲以上,大社國小附設幼兒園,73,31,29,https://www.dsps.tn.edu.tw/,
新市區,3歲以上,新市國小附設幼兒園,64,58,56,https://pse.is/423uu6,
新市區,3歲以上,臺南市立新市幼兒園,33,11,7,http://hh089.blogspot.com/,
新市區,3歲以上,臺南市立新市幼兒園大營分班,13,4,4,https://whh058.blogspot.com/,
新市區,3歲以上,臺南市立新市幼兒園社內分班,34,4,3,http://hh089.blogspot.com/,
新市區,3歲以上,臺南市立新市幼兒園港墘分班,14,4,4,http://hh089.blogspot.com/,
新營區,2歲,公誠國小附設幼兒園,13,27,13,https://pse.is/3xdpuq,
新營區,3歲以上,土庫國小附設幼兒園,20,6,6,https://pse.is/442u82,
新營區,3歲以上,公誠國小附設幼兒園,33,19,17,https://pse.is/3xdpuq,
新營區,3歲以上,南梓實驗小學附設幼兒園,58,18,18,https://pse.is/3v5sad,
新營區,3歲以上,新民國小附設幼兒園,17,15,13,https://pse.is/43hay4,
新營區,3歲以上,新生國小附設幼兒園,8,4,4,https://reurl.cc/yQ30Rl,
新營區,3歲以上,新泰國小附設幼兒園,61,27,27,https://reurl.cc/jkEVDy,
新營區,3歲以上,新進國小附設幼兒園,60,27,27,https://pse.is/437hg6,
新營區,3歲以上,新橋國小附設幼兒園,10,7,7,https://reurl.cc/bkjbq3,
新營區,3歲以上,新營國小附設幼兒園,48,21,0,https://pse.is/43hz86,
新營區,3歲以上,新營新興國小附設幼兒園,16,1,1,https://pse.is/433xth,
楠西區,3歲以上,楠西國小附設幼兒園,33,5,0,https://pse.is/3w8af7,
學甲區,2歲,臺南市立學甲幼兒園,13,31,13,https://sj.pre-school.com.tw/,
學甲區,3歲以上,中洲國小附設幼兒園,5,6,5,https://www.jjps.tn.edu.tw/,
學甲區,3歲以上,宅港國小附設幼兒園,15,5,0,http://www.jges.tn.edu.tw,
學甲區,3歲以上,東陽國小附設幼兒園,19,15,0,https://pse.is/437ex2,
學甲區,3歲以上,頂洲國小附設幼兒園,11,2,2,https://pse.is/436xyc,
學甲區,3歲以上,臺南市立學甲幼兒園,48,15,15,https://sj.pre-school.com.tw/,
學甲區,3歲以上,學甲國小附設幼兒園,28,15,14,https://reurl.cc/e61ov7,
龍崎區,2歲,龍崎國小附設幼兒園,8,2,2,https://pse.is/43bdyt,
龍崎區,3歲以上,龍崎國小附設幼兒園,16,0,0,https://pse.is/43bdyt,
歸仁區,2歲,保西國小附設幼兒園,8,11,11,https://pse.is/44x6cj,
歸仁區,2歲,歸南國小附設幼兒園,8,12,8,https://pse.is/43aapq,
歸仁區,3歲以上,大潭國小附設幼兒園,8,12,8,https://pse.is/44vtsw,
歸仁區,3歲以上,文化國小附設幼兒園,39,23,21,https://pse.is/43fxc3,
歸仁區,3歲以上,保西國小附設幼兒園,22,14,14,https://pse.is/44x6cj,
歸仁區,3歲以上,臺南市立歸仁幼兒園,41,17,17,http://tncg099.blogspot.com/,
歸仁區,3歲以上,歸仁國小附設幼兒園,34,28,27,https://pse.is/3wkyyw,
歸仁區,3歲以上,歸南國小附設幼兒園,24,14,14,https://pse.is/43aapq,
關廟區,2歲,臺南市立關廟幼兒園,13,14,13,https://tncg100.blogspot.com/,
關廟區,3歲以上,五甲國小附設幼兒園,17,10,10,https://pse.is/3ytqry,
關廟區,3歲以上,文和國小附設幼兒園,17,2,2,https://pse.is/436hjv,
關廟區,3歲以上,保東國小附設幼兒園,18,8,8,https://pse.is/44c8m4,
關廟區,3歲以上,崇和國小附設幼兒園,24,0,0,https://reurl.cc/LpGeLK,
關廟區,3歲以上,深坑國小附設幼兒園,21,1,1,https://www.skps.tn.edu.tw/,
關廟區,3歲以上,臺南市立關廟幼兒園,17,9,9,https://tncg100.blogspot.com/,
關廟區,3歲以上,關廟國小附設幼兒園,28,12,12,https://pse.is/448ey5,
鹽水區,3歲以上,仁光國小附設幼兒園,20,4,4,https://pse.is/43bygm,
鹽水區,3歲以上,文昌國小附設幼兒園,13,7,7,https://reurl.cc/mGEYzj,
鹽水區,3歲以上,月津國小附設幼兒園,34,8,8,https://kids.yjps.tn.edu.tw/,
鹽水區,3歲以上,竹埔國小附設幼兒園,26,7,7,https://pse.is/43mhej,
鹽水區,3歲以上,坔頭港國小附設幼兒園,16,5,5,https://pse.is/3zdg4j,
鹽水區,3歲以上,岸內國小附設幼兒園,13,10,9,https://reurl.cc/9OY9RO,
鹽水區,3歲以上,歡雅國小附設幼兒園,15,7,7,https://pse.is/44l7tk,
鹽水區,3歲以上,鹽水國小附設幼兒園,40,25,25,https://pse.is/44h7mb,
